Created with UCDetector 2.0.0	2022-10-14 15:51:06	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.MODE_DRAG_POST(CirSim.java:140)	Change visibility of Constant "CirSim.MODE_DRAG_POST" to private	CirSim.MODE_DRAG_POST	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.MODE_SELECT(CirSim.java:141)	Change visibility of Constant "CirSim.MODE_SELECT" to private	CirSim.MODE_SELECT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.infoWidth(CirSim.java:142)	Change visibility of Constant "CirSim.infoWidth" to private	CirSim.infoWidth	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragX(CirSim.java:143)	Change visibility of Field "CirSim.dragX" to private	CirSim.dragX	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragY(CirSim.java:143)	Change visibility of Field "CirSim.dragY" to private	CirSim.dragY	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.initDragX(CirSim.java:143)	Change visibility of Field "CirSim.initDragX" to private	CirSim.initDragX	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.initDragY(CirSim.java:143)	Change visibility of Field "CirSim.initDragY" to private	CirSim.initDragY	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.selectedSource(CirSim.java:144)	Field "CirSim.selectedSource" has 0 references	CirSim.selectedSource	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.selectedArea(CirSim.java:145)	Change visibility of Field "CirSim.selectedArea" to private	CirSim.selectedArea	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.gridMask(CirSim.java:148)	Change visibility of Field "CirSim.gridMask" to private	CirSim.gridMask	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.gridRound(CirSim.java:150)	Change visibility of Field "CirSim.gridRound" to private	CirSim.gridRound	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragging(CirSim.java:151)	Change visibility of Field "CirSim.dragging" to private	CirSim.dragging	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragging(CirSim.java:151)	Field "CirSim.dragging" is never read	CirSim.dragging	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.dumpMatrix(CirSim.java:153)	Change visibility of Field "CirSim.dumpMatrix" to private	CirSim.dumpMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.isMac(CirSim.java:155)	Field "CirSim.isMac" has 0 references	CirSim.isMac	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.ctrlMetaKey(CirSim.java:156)	Field "CirSim.ctrlMetaKey" has 0 references	CirSim.ctrlMetaKey	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.pause(CirSim.java:158)	Change visibility of Field "CirSim.pause" to private	CirSim.pause	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.menuScope(CirSim.java:160)	Change visibility of Field "CirSim.menuScope" to private	CirSim.menuScope	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.hintType(CirSim.java:161)	Change visibility of Field "CirSim.hintType" to private	CirSim.hintType	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.hintItem1(CirSim.java:161)	Change visibility of Field "CirSim.hintItem1" to private	CirSim.hintItem1	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.hintItem2(CirSim.java:161)	Change visibility of Field "CirSim.hintItem2" to private	CirSim.hintItem2	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stopMessage(CirSim.java:162)	Change visibility of Field "CirSim.stopMessage" to private	CirSim.stopMessage	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_LC(CirSim.java:164)	Change visibility of Constant "CirSim.HINT_LC" to private	CirSim.HINT_LC	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_RC(CirSim.java:165)	Change visibility of Constant "CirSim.HINT_RC" to private	CirSim.HINT_RC	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_3DB_C(CirSim.java:166)	Change visibility of Constant "CirSim.HINT_3DB_C" to private	CirSim.HINT_3DB_C	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_TWINT(CirSim.java:167)	Change visibility of Constant "CirSim.HINT_TWINT" to private	CirSim.HINT_TWINT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.HINT_3DB_L(CirSim.java:168)	Change visibility of Constant "CirSim.HINT_3DB_L" to private	CirSim.HINT_3DB_L	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.menuElm(CirSim.java:176)	Change visibility of Field "CirSim.menuElm" to private	CirSim.menuElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.stopElm(CirSim.java:180)	Change visibility of Field "CirSim.stopElm" to private	CirSim.stopElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.didSwitch(CirSim.java:181)	Change visibility of Field "CirSim.didSwitch" to private	CirSim.didSwitch	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.mousePost(CirSim.java:182)	Change visibility of Field "CirSim.mousePost" to private	CirSim.mousePost	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.draggingPost(CirSim.java:186)	Change visibility of Field "CirSim.draggingPost" to private	CirSim.draggingPost	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.heldSwitchElm(CirSim.java:187)	Change visibility of Field "CirSim.heldSwitchElm" to private	CirSim.heldSwitchElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrix(CirSim.java:188)	Change visibility of Field "CirSim.circuitMatrix" to private	CirSim.circuitMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRightSide(CirSim.java:188)	Change visibility of Field "CirSim.circuitRightSide" to private	CirSim.circuitRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origRightSide(CirSim.java:188)	Change visibility of Field "CirSim.origRightSide" to private	CirSim.origRightSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.origMatrix(CirSim.java:188)	Change visibility of Field "CirSim.origMatrix" to private	CirSim.origMatrix	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitRowInfo(CirSim.java:189)	Change visibility of Field "CirSim.circuitRowInfo" to private	CirSim.circuitRowInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitPermute(CirSim.java:190)	Change visibility of Field "CirSim.circuitPermute" to private	CirSim.circuitPermute	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNonLinear(CirSim.java:191)	Change visibility of Field "CirSim.circuitNonLinear" to private	CirSim.circuitNonLinear	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:192)	Change visibility of Field "CirSim.voltageSourceCount" to private	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.voltageSourceCount(CirSim.java:192)	Field "CirSim.voltageSourceCount" is never read	CirSim.voltageSourceCount	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.circuitMatrixSize(CirSim.java:193)	Change visibility of Field "CirSim.circuitMatrixSize" to private	CirSim.circuitMatrixSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitMatrixFullSize(CirSim.java:193)	Change visibility of Field "CirSim.circuitMatrixFullSize" to private	CirSim.circuitMatrixFullSize	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitNeedsMap(CirSim.java:194)	Change visibility of Field "CirSim.circuitNeedsMap" to private	CirSim.circuitNeedsMap	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.useFrame(CirSim.java:195)	Field "CirSim.useFrame" has 0 references	CirSim.useFrame	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.scopeCount(CirSim.java:196)	Change visibility of Field "CirSim.scopeCount" to private	CirSim.scopeCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopes(CirSim.java:197)	Change visibility of Field "CirSim.scopes" to private	CirSim.scopes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.scopeColCount(CirSim.java:198)	Change visibility of Field "CirSim.scopeColCount" to private	CirSim.scopeColCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.expDialog(CirSim.java:202)	Field "CirSim.expDialog" has 0 references	CirSim.expDialog	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.dumpTypes(CirSim.java:203)	Change visibility of Field "CirSim.dumpTypes" to private	CirSim.dumpTypes	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.shortcuts(CirSim.java:203)	Change visibility of Field "CirSim.shortcuts" to private	CirSim.shortcuts	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.clipboard(CirSim.java:206)	Change visibility of Field "CirSim.clipboard" to private	CirSim.clipboard	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitArea(CirSim.java:207)	Change visibility of Field "CirSim.circuitArea" to private	CirSim.circuitArea	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.circuitBottom(CirSim.java:208)	Change visibility of Field "CirSim.circuitBottom" to private	CirSim.circuitBottom	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.undoStack(CirSim.java:209)	Change visibility of Field "CirSim.undoStack" to private	CirSim.undoStack	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.redoStack(CirSim.java:209)	Change visibility of Field "CirSim.redoStack" to private	CirSim.redoStack	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.ventilatorIndex(CirSim.java:212)	Field "CirSim.ventilatorIndex" is never read	CirSim.ventilatorIndex	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startCircuit(CirSim.java:223)	Field "CirSim.startCircuit" has 0 references	CirSim.startCircuit	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startLabel(CirSim.java:224)	Field "CirSim.startLabel" has 0 references	CirSim.startLabel	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.startCircuitText(CirSim.java:225)	Field "CirSim.startCircuitText" has 0 references	CirSim.startCircuitText	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.baseURL(CirSim.java:226)	Field "CirSim.baseURL" has 0 references	CirSim.baseURL	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.shown(CirSim.java:228)	Change visibility of Field "CirSim.shown" to private	CirSim.shown	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.resct(CirSim.java:350)	Constant "CirSim.resct" has 0 references	CirSim.resct	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lastTime(CirSim.java:351)	Change visibility of Field "CirSim.lastTime" to private	CirSim.lastTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lastFrameTime(CirSim.java:351)	Change visibility of Field "CirSim.lastFrameTime" to private	CirSim.lastFrameTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lastIterTime(CirSim.java:351)	Change visibility of Field "CirSim.lastIterTime" to private	CirSim.lastIterTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.secTime(CirSim.java:351)	Change visibility of Field "CirSim.secTime" to private	CirSim.secTime	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.frames(CirSim.java:352)	Change visibility of Field "CirSim.frames" to private	CirSim.frames	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.steps(CirSim.java:353)	Change visibility of Field "CirSim.steps" to private	CirSim.steps	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.framerate(CirSim.java:354)	Change visibility of Field "CirSim.framerate" to private	CirSim.framerate	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.framerate(CirSim.java:354)	Field "CirSim.framerate" is never read	CirSim.framerate	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.steprate(CirSim.java:354)	Change visibility of Field "CirSim.steprate" to private	CirSim.steprate	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.steprate(CirSim.java:354)	Field "CirSim.steprate" is never read	CirSim.steprate	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.voltageSources(CirSim.java:693)	Change visibility of Field "CirSim.voltageSources" to private	CirSim.voltageSources	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.<init>(CirSim.java:1192)	Change visibility of ClassMember "CirSim.FindPathInfo" to private - May cause compile errors!	CirSim.FindPathInfo	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.FindPathInfo(CirSim.java:1202)	Change visibility of Constructor "CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)" to private	CirSim.FindPathInfo.FindPathInfo(int,CircuitElm,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:1209)	Change visibility of Method "CirSim.FindPathInfo.findPath(int)" to private	CirSim.FindPathInfo.findPath(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.findPath(CirSim.java:1213)	Change visibility of Method "CirSim.FindPathInfo.findPath(int,int)" to private	CirSim.FindPathInfo.findPath(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.getIterCount(CirSim.java:1454)	Change visibility of Method "CirSim.getIterCount()" to private	CirSim.getIterCount()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.runCircuit(CirSim.java:1464)	Change visibility of Method "CirSim.runCircuit()" to private	CirSim.runCircuit()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.min(CirSim.java:1616)	Change visibility of Method "CirSim.min(int,int)" to private	CirSim.min(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.max(CirSim.java:1620)	Change visibility of Method "CirSim.max(int,int)" to private	CirSim.max(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.editFuncPoint(CirSim.java:1624)	Method "CirSim.editFuncPoint(int,int)" has 0 references	CirSim.editFuncPoint(int,int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackScope(CirSim.java:1629)	Method "CirSim.stackScope(int)" has 0 references	CirSim.stackScope(int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.unstackScope(CirSim.java:1642)	Method "CirSim.unstackScope(int)" has 0 references	CirSim.unstackScope(int)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.stackAll(CirSim.java:1654)	Method "CirSim.stackAll()" has 0 references	CirSim.stackAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.unstackAll(CirSim.java:1662)	Method "CirSim.unstackAll()" has 0 references	CirSim.unstackAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.doEdit(CirSim.java:1670)	Change visibility of Method "CirSim.doEdit(Editable)" to private	CirSim.doEdit(Editable)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dumpCircuit(CirSim.java:1682)	Change visibility of Method "CirSim.dumpCircuit()" to private	CirSim.dumpCircuit()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.readUrlData(CirSim.java:1709)	Method "CirSim.readUrlData(URL)" has 0 references	CirSim.readUrlData(URL)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.readHint(CirSim.java:1724)	Method "CirSim.readHint(StringTokenizer)" has 0 references	CirSim.readHint(StringTokenizer)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.readOptions(CirSim.java:1730)	Method "CirSim.readOptions(StringTokenizer)" has 0 references	CirSim.readOptions(StringTokenizer)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.doSwitch(CirSim.java:1755)	Change visibility of Method "CirSim.doSwitch(int,int)" to private	CirSim.doSwitch(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragAll(CirSim.java:1827)	Change visibility of Method "CirSim.dragAll(int,int)" to private	CirSim.dragAll(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragRow(CirSim.java:1840)	Change visibility of Method "CirSim.dragRow(int,int)" to private	CirSim.dragRow(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragColumn(CirSim.java:1855)	Change visibility of Method "CirSim.dragColumn(int,int)" to private	CirSim.dragColumn(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragSelected(CirSim.java:1870)	Change visibility of Method "CirSim.dragSelected(int,int)" to private	CirSim.dragSelected(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dragPost(CirSim.java:1920)	Change visibility of Method "CirSim.dragPost(int,int)" to private	CirSim.dragPost(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.selectArea(CirSim.java:1933)	Change visibility of Method "CirSim.selectArea(int,int)" to private	CirSim.selectArea(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setSelectedElm(CirSim.java:1946)	Method "CirSim.setSelectedElm(CircuitElm)" has 0 references	CirSim.setSelectedElm(CircuitElm)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.removeZeroLengthElements(CirSim.java:1955)	Change visibility of Method "CirSim.removeZeroLengthElements()" to private	CirSim.removeZeroLengthElements()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.distanceSq(CirSim.java:2049)	Change visibility of Method "CirSim.distanceSq(int,int,int,int)" to private	CirSim.distanceSq(int,int,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.constructElement(CirSim.java:2131)	Change visibility of Method "CirSim.constructElement(Class,int,int)" to private	CirSim.constructElement(Class,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doEditMenu(CirSim.java:2160)	Change visibility of Method "CirSim.doEditMenu(MouseEvent)" to private	CirSim.doEditMenu(MouseEvent)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doPopupMenu(CirSim.java:2165)	Change visibility of Method "CirSim.doPopupMenu(MouseEvent)" to private	CirSim.doPopupMenu(MouseEvent)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doMainMenuChecks(CirSim.java:2183)	Change visibility of Method "CirSim.doMainMenuChecks(Menu)" to private	CirSim.doMainMenuChecks(Menu)	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.enableItems(CirSim.java:2233)	Change visibility of Method "CirSim.enableItems()" to private	CirSim.enableItems()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setGrid(CirSim.java:2296)	Change visibility of Method "CirSim.setGrid()" to private	CirSim.setGrid()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.pushUndo(CirSim.java:2302)	Change visibility of Method "CirSim.pushUndo()" to private	CirSim.pushUndo()	org.ucdetector.analyzeMarkerVisibilityPrivate	
