Created with UCDetector 2.0.0	2022-10-14 15:53:49	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
simulator.CirSim.doDelete(CirSim.java:2304)	Change visibility of Method "CirSim.doDelete()" to private	CirSim.doDelete()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doCopy(CirSim.java:2336)	Method "CirSim.doCopy()" has 0 references	CirSim.doCopy()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.enablePaste(CirSim.java:2348)	Change visibility of Method "CirSim.enablePaste()" to private	CirSim.enablePaste()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.clearSelection(CirSim.java:2352)	Change visibility of Method "CirSim.clearSelection()" to private	CirSim.clearSelection()	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.doSelectAll(CirSim.java:2360)	Method "CirSim.doSelectAll()" has 0 references	CirSim.doSelectAll()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.lu_factor(CirSim.java:2405)	Change visibility of Method "CirSim.lu_factor(double[][],int,int[])" to private	CirSim.lu_factor(double[][],int,int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.lu_solve(CirSim.java:2491)	Change visibility of Method "CirSim.lu_solve(double[][],int,int[],double[])" to private	CirSim.lu_solve(double[][],int,int[],double[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.setMain(CirSim.java:2540)	Method "CirSim.setMain(Container)" has 0 references	CirSim.setMain(Container)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setPrintableCheckItem(CirSim.java:2557)	Method "CirSim.setPrintableCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setPrintableCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeIbMenuItem(CirSim.java:2590)	Method "CirSim.setScopeIbMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeIbMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeIcMenuItem(CirSim.java:2599)	Method "CirSim.setScopeIcMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeIcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeIeMenuItem(CirSim.java:2608)	Method "CirSim.setScopeIeMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeIeMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVbeMenuItem(CirSim.java:2617)	Method "CirSim.setScopeVbeMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVbeMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVbcMenuItem(CirSim.java:2626)	Method "CirSim.setScopeVbcMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVbcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVceMenuItem(CirSim.java:2635)	Method "CirSim.setScopeVceMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVceMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVceIcMenuItem(CirSim.java:2644)	Method "CirSim.setScopeVceIcMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVceIcMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeResistMenuItem(CirSim.java:2679)	Method "CirSim.setScopeResistMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeResistMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeXYMenuItem(CirSim.java:2688)	Method "CirSim.setScopeXYMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeXYMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVMenuItem(CirSim.java:2705)	Method "CirSim.setScopeVMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeIMenuItem(CirSim.java:2714)	Method "CirSim.setScopeIMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeIMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeMaxMenuItem(CirSim.java:2723)	Method "CirSim.setScopeMaxMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeMaxMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeMinMenuItem(CirSim.java:2732)	Method "CirSim.setScopeMinMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeMinMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeFreqMenuItem(CirSim.java:2741)	Method "CirSim.setScopeFreqMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeFreqMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopePowerMenuItem(CirSim.java:2750)	Method "CirSim.setScopePowerMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopePowerMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeVIMenuItem(CirSim.java:2759)	Method "CirSim.setScopeVIMenuItem(CheckboxMenuItem)" has 0 references	CirSim.setScopeVIMenuItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setScopeSelectYMenuItem(CirSim.java:2768)	Method "CirSim.setScopeSelectYMenuItem(MenuItem)" has 0 references	CirSim.setScopeSelectYMenuItem(MenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setDotsCheckItem(CirSim.java:2801)	Method "CirSim.setDotsCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setDotsCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setMuString(CirSim.java:2822)	Method "CirSim.setMuString(String)" has 0 references	CirSim.setMuString(String)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setVoltsCheckItem(CirSim.java:2830)	Method "CirSim.setVoltsCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setVoltsCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setPowerCheckItem(CirSim.java:2839)	Method "CirSim.setPowerCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setPowerCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setShowValuesCheckItem(CirSim.java:2848)	Method "CirSim.setShowValuesCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setShowValuesCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.getImpDialog(CirSim.java:2869)	Method "CirSim.getImpDialog()" has 0 references	CirSim.getImpDialog()	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setImpDialog(CirSim.java:2873)	Method "CirSim.setImpDialog(ImportExportDialog)" has 0 references	CirSim.setImpDialog(ImportExportDialog)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setSmallGridCheckItem(CirSim.java:2889)	Method "CirSim.setSmallGridCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setSmallGridCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setOhmString(CirSim.java:2914)	Method "CirSim.setOhmString(String)" has 0 references	CirSim.setOhmString(String)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.setEuroResistorCheckItem(CirSim.java:2930)	Method "CirSim.setEuroResistorCheckItem(CheckboxMenuItem)" has 0 references	CirSim.setEuroResistorCheckItem(CheckboxMenuItem)	org.ucdetector.analyzeMarkerReference	
simulator.CirSim.INDUCT(CirSim.java:1147)	Change visibility of Constant "CirSim.FindPathInfo.INDUCT" to private	CirSim.FindPathInfo.INDUCT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.VOLTAGE(CirSim.java:1148)	Change visibility of Constant "CirSim.FindPathInfo.VOLTAGE" to private	CirSim.FindPathInfo.VOLTAGE	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.SHORT(CirSim.java:1149)	Change visibility of Constant "CirSim.FindPathInfo.SHORT" to private	CirSim.FindPathInfo.SHORT	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.CAP_V(CirSim.java:1150)	Change visibility of Constant "CirSim.FindPathInfo.CAP_V" to private	CirSim.FindPathInfo.CAP_V	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.used(CirSim.java:1151)	Change visibility of Field "CirSim.FindPathInfo.used" to private	CirSim.FindPathInfo.used	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.dest(CirSim.java:1152)	Change visibility of Field "CirSim.FindPathInfo.dest" to private	CirSim.FindPathInfo.dest	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.firstElm(CirSim.java:1153)	Change visibility of Field "CirSim.FindPathInfo.firstElm" to private	CirSim.FindPathInfo.firstElm	org.ucdetector.analyzeMarkerVisibilityPrivate	
simulator.CirSim.type(CirSim.java:1154)	Change visibility of Field "CirSim.FindPathInfo.type" to private	CirSim.FindPathInfo.type	org.ucdetector.analyzeMarkerVisibilityPrivate	
